,osmid,oneway,lanes,ref,name,highway,maxspeed,length,bridge,junction,geometry,access,service,tunnel,width
131,8433905,True,,,Avenue Albert 1er,residential,50,112.502,,,"LINESTRING (4.8869448 50.4667779, 4.8866676 50.4668172, 4.8862734 50.4668267, 4.886163 50.4668298, 4.8860212 50.4668072, 4.8857418 50.4668141, 4.8856098 50.4668302, 4.8853863 50.4668864)",,,,
132,34079816,True,2,N80,Avenue Albert 1er,primary,70,112.206,,,"LINESTRING (4.8869448 50.4667779, 4.8857465 50.4666945, 4.8853689 50.4667209)",,,,
133,298271628,True,2,,Avenue Albert 1er,primary,70,37.602,,roundabout,"LINESTRING (4.8853689 50.4667209, 4.8853194 50.4667676, 4.8852509 50.4668033, 4.8851691 50.466825, 4.8850811 50.4668307, 4.8849941 50.46682, 4.8849157 50.4667938)",,,,
134,4581610,True,2,N80,Avenue Albert 1er,primary,70,207.228,,,"LINESTRING (4.8853258 50.4665115, 4.8855243 50.4665622, 4.8863524 50.4666383, 4.8877452 50.4667352, 4.8882189 50.466766)",,,,
135,34920410,True,2,,Avenue Albert 1er,primary,70,24.753,,roundabout,"LINESTRING (4.8853258 50.4665115, 4.8853725 50.4665586, 4.8853962 50.4666121, 4.8853949 50.4666678, 4.8853689 50.4667209)",,,,
136,4581610,True,2,N80,Avenue Albert 1er,primary,70,41.047,,,"LINESTRING (4.8882189 50.466766, 4.8887957 50.4668043)",,,,
137,45656839,True,,,,primary_link,,13.637,,,"LINESTRING (4.8882189 50.466766, 4.8883015 50.4668768)",,,,
138,28393294,True,2,N80,Route de Hannut,primary,70,74.57,yes,,"LINESTRING (4.8957219 50.4680981, 4.8959392 50.4681856, 4.8961913 50.4682877, 4.8965974 50.4684708)",,,,
139,28673060,True,,N959,Route de Marche les Dames,primary_link,,143.37,,,"LINESTRING (4.8957219 50.4680981, 4.8958608 50.4681003, 4.89608 50.4681818, 4.896243 50.4682211, 4.8964323 50.4682411, 4.8965711 50.4682262, 4.8976288 50.4679805)",,,,
140,34080010,True,,N905,,secondary,,79.976,,,"LINESTRING (4.8976288 50.4679805, 4.8978757 50.4679457, 4.8980285 50.4679319, 4.8981666 50.4679392, 4.8983647 50.4679716, 4.8985785 50.4680113, 4.8987352 50.4680058)",,,,
141,161510866,True,,N959,Route de Marche les Dames,secondary,,310.96,,,"LINESTRING (4.8976288 50.4679805, 4.897869 50.4678974, 4.8980105 50.4678531, 4.8983426 50.4677818, 4.899326 50.467604, 4.8999891 50.4674909, 4.9002917 50.46741, 4.9009163 50.4672272, 4.9013953 50.4670796, 4.9017382 50.4670204)",,,,
142,517331380,False,,,Avenue Albert 1er,residential,50,10.595,,,"LINESTRING (4.8843728 50.4670136, 4.8845219 50.4670221)",,,,
143,517331380,False,,,Avenue Albert 1er,residential,50,198.727,,,"LINESTRING (4.8843728 50.4670136, 4.8835917 50.4669605, 4.881581 50.4668234)",,,,
144,947535398,True,,,,service,,32.649,,,"LINESTRING (4.8843728 50.4670136, 4.8843836 50.4669577, 4.8841255 50.4669374, 4.8840769 50.4669041, 4.8840806 50.4668779)",,parking_aisle,,
145,28218753,True,2,N80,Avenue Albert 1er,primary,70,16.555,,,"LINESTRING (4.8847913 50.4666515, 4.884607 50.4666265, 4.884562 50.4666224)",,,,
146,298271626,True,2,,Avenue Albert 1er,primary,70,12.224,,roundabout,"LINESTRING (4.8847913 50.4666515, 4.8847972 50.4665967, 4.8848271 50.4665451)",,,,
147,353978524,False,,,Rue de Velaine,unclassified,,12.956,,,"LINESTRING (4.8971191 50.4413901, 4.8969392 50.4414113)",,,,
148,8473301,False,,,Rue de Velaine,unclassified,,34.922,,,"LINESTRING (4.8971191 50.4413901, 4.8972291 50.4413977, 4.8975981 50.4414618)",,,,
149,8473301,False,,,Rue de Velaine,unclassified,,33.108,,,"LINESTRING (4.901514 50.4427312, 4.9013052 50.4424648)",,,,
150,591261202,False,,,Rue Joli Champ,residential,,62.555,,,"LINESTRING (4.901514 50.4427312, 4.9007228 50.4429814)",,,,
151,8473301,False,,,Rue de Velaine,unclassified,,118.935,,,"LINESTRING (4.901514 50.4427312, 4.9017438 50.4430677, 4.9019774 50.4433807, 4.9022373 50.443696)",,,,
152,8473309,False,,,Avenue des Acacias,tertiary,,11.354,,,"LINESTRING (4.9022373 50.443696, 4.9023091 50.4437873)",,,,
153,8473301,False,,,Rue de Velaine,unclassified,,118.935,,,"LINESTRING (4.9022373 50.443696, 4.9019774 50.4433807, 4.9017438 50.4430677, 4.901514 50.4427312)",,,,
154,872289742,True,2,N4,Chaussée de Marche,primary,70,233.72,,,"LINESTRING (4.9022373 50.443696, 4.9027723 50.4433313, 4.9045023 50.4421672)",,,,
155,8473309,False,,,Avenue des Acacias,tertiary,,11.354,,,"LINESTRING (4.9023091 50.4437873, 4.9022373 50.443696)",,,,
156,156041425,False,,,Avenue des Acacias,tertiary,,349.244,,,"LINESTRING (4.9023091 50.4437873, 4.9027373 50.444233, 4.9030627 50.444558, 4.9032236 50.4447086, 4.9033064 50.4448065, 4.9033761 50.4449124, 4.903451 50.4450493, 4.9035377 50.4453215, 4.9036337 50.4456442, 4.90374 50.4459392, 4.903845 50.446249, 4.9040068 50.4466911)",,,,
157,535163733,True,2,N4,Chaussée de Marche,primary,70,188.932,,,"LINESTRING (4.9023091 50.4437873, 4.9015315 50.4442948, 4.9012303 50.4444914, 4.9004958 50.4449558, 4.9004331 50.4449954)",,,,
158,353978526,False,,,Rue des Aubépines,residential,,87.386,,,"LINESTRING (4.9040068 50.4466911, 4.9029399 50.4470861)",,,,
159,31725532,False,,,Rue des Mille Fleurs,residential,,260.214,,,"LINESTRING (4.9040068 50.4466911, 4.9046709 50.4464845, 4.9056494 50.4457618, 4.9061268 50.4453564, 4.9065041 50.445026)",,,,
160,156041425,False,,,Avenue des Acacias,tertiary,,349.244,,,"LINESTRING (4.9040068 50.4466911, 4.903845 50.446249, 4.90374 50.4459392, 4.9036337 50.4456442, 4.9035377 50.4453215, 4.903451 50.4450493, 4.9033761 50.4449124, 4.9033064 50.4448065, 4.9032236 50.4447086, 4.9030627 50.444558, 4.9027373 50.444233, 4.9023091 50.4437873)",,,,
161,156041426,False,,,Avenue des Acacias,tertiary,,358.5,,,"LINESTRING (4.9040068 50.4466911, 4.9042241 50.4468486, 4.9044664 50.4470523, 4.9045307 50.447169, 4.9046124 50.4473829, 4.9046389 50.4475614, 4.9046565 50.4477046, 4.9046958 50.4478498, 4.904744 50.4480951, 4.9047844 50.4483341, 4.9048266 50.4487128, 4.9048216 50.4490163, 4.9048058 50.4492966, 4.9047873 50.4496139, 4.9047523 50.4497885)",,,,
162,31725533,True,,,Rue Regnié-Durette,residential,,173.448,,,"LINESTRING (4.9047744 50.4509386, 4.9064085 50.4507813, 4.9066897 50.4508198, 4.9071878 50.4508879)",,,,
163,156041426,False,,,Avenue des Acacias,tertiary,,79.416,,,"LINESTRING (4.9047744 50.4509386, 4.9049395 50.4514191, 4.9050616 50.4516274)",,,,
164,156041426,False,,,Avenue des Acacias,tertiary,,128.736,,,"LINESTRING (4.9047744 50.4509386, 4.9046722 50.450493, 4.9046751 50.4502008, 4.9047523 50.4497885)",,,,
165,156041426,False,,,Avenue des Acacias,tertiary,,79.416,,,"LINESTRING (4.9050616 50.4516274, 4.9049395 50.4514191, 4.9047744 50.4509386)",,,,
166,353978482,False,,,Avenue des Acacias,tertiary,,59.526,,,"LINESTRING (4.9050616 50.4516274, 4.9053257 50.4518558, 4.9055785 50.4520493)",,,,
167,915002326,False,,,Rue du Grand Tige,residential,,125.479,,,"LINESTRING (4.9050616 50.4516274, 4.9048873 50.451744, 4.9047918 50.4518104, 4.9046696 50.45194, 4.9045499 50.4520425, 4.9044515 50.4521128, 4.9043646 50.4521383, 4.9042341 50.4521504, 4.9041119 50.4521192, 4.9037397 50.4519784)",,,,
168,28845128,False,,,Rue Regnié-Durette,residential,,36.45500000000001,,,"LINESTRING (4.9055785 50.4520493, 4.9058412 50.4520831, 4.905962 50.4520806, 4.9060859 50.4520659)",,,,
169,156041429,False,,,Rue Erpent-Val,tertiary,,225.976,,,"LINESTRING (4.9055785 50.4520493, 4.9053582 50.4524039, 4.9045049 50.4537354, 4.9044894 50.4538349, 4.9045098 50.453947)",,,,
170,353978482,False,,,Avenue des Acacias,tertiary,,59.526,,,"LINESTRING (4.9055785 50.4520493, 4.9053257 50.4518558, 4.9050616 50.4516274)",,,,
171,100078105,False,,,Rue des Sorbiers,residential,,338.55,,,"LINESTRING (4.9045098 50.453947, 4.9044115 50.4539651, 4.9043609 50.4540072, 4.9041952 50.4543463, 4.9041487 50.45476, 4.9027457 50.4567229)",,,,
172,156041427,False,,,Rue Erpent-Val,tertiary,,317.114,,,"LINESTRING (4.9045098 50.453947, 4.9045424 50.4540305, 4.904581 50.4540891, 4.9046604 50.4541763, 4.9049019 50.4544088, 4.9057723 50.4552484, 4.9061274 50.455591, 4.9061494 50.4556131, 4.9068906 50.456356)",,,,
173,156041429,False,,,Rue Erpent-Val,tertiary,,225.976,,,"LINESTRING (4.9045098 50.453947, 4.9044894 50.4538349, 4.9045049 50.4537354, 4.9053582 50.4524039, 4.9055785 50.4520493)",,,,
174,29257060,False,,,Rue du Moligna,residential,,179.025,,,"LINESTRING (4.9083881 50.4580601, 4.9086654 50.4579249, 4.9089297 50.4577644, 4.909332 50.4574937, 4.9097791 50.4572637, 4.9100107 50.4571661, 4.9103866 50.4571533)",,,,
175,156041427,False,,,Rue Erpent-Val,tertiary,,615.059,,,"LINESTRING (4.9083881 50.4580601, 4.9083884 50.4581849, 4.9083835 50.4584052, 4.9082902 50.4587089, 4.9080137 50.4593803, 4.9077674 50.4596532, 4.9073908 50.4600431, 4.907163 50.4604263, 4.9069757 50.4608492, 4.9068434 50.4611861, 4.9068423 50.4614008, 4.906933 50.4615564, 4.9071694 50.4618145, 4.9075862 50.4622656, 4.9076976 50.462474, 4.9077002 50.462684, 4.9076912 50.4631203, 4.9076432 50.4632616)",,,,
176,156041427,False,,,Rue Erpent-Val,tertiary,,218.343,,,"LINESTRING (4.9083881 50.4580601, 4.9083631 50.4579424, 4.908293 50.4578272, 4.9080733 50.4575713, 4.9068906 50.456356)",,,,
177,156041427,False,,,Rue Erpent-Val,tertiary,,14.381,,,"LINESTRING (4.9076002 50.463388, 4.9076432 50.4632616)",,,,
178,677922541,False,,,,service,,10.456,,,"LINESTRING (4.9076002 50.463388, 4.9077373 50.463423)",,parking_aisle,,
179,156041427,False,,,Rue Erpent-Val,tertiary,,32.187,,,"LINESTRING (4.9076002 50.463388, 4.9075483 50.4636057, 4.9075321 50.4636742)",,,,
180,156041427,False,,,Rue Erpent-Val,tertiary,,10.459,,,"LINESTRING (4.9075321 50.4636742, 4.9075071 50.4637669)",,,,
181,318670353,True,2,N90,Chaussée de Liège,primary,70,52.919,,,"LINESTRING (4.9075321 50.4636742, 4.9082782 50.4636438)",,,,
182,156041427,False,,,Rue Erpent-Val,tertiary,,32.187,,,"LINESTRING (4.9075321 50.4636742, 4.9075483 50.4636057, 4.9076002 50.463388)",,,,
183,353978524,False,,,Rue de Velaine,unclassified,,12.956,,,"LINESTRING (4.8969392 50.4414113, 4.8971191 50.4413901)",,,,
184,8475326,True,,,Allée de la Closerie,unclassified,,45.522,,,"LINESTRING (4.8969392 50.4414113, 4.8970216 50.4411486, 4.8970101 50.4410931, 4.8969648 50.4410126)",,,,
185,26797651,False,,,Rue du Vieux Bon Dieu,residential,,46.713,,,"LINESTRING (4.8969392 50.4414113, 4.8965394 50.4415093, 4.896321 50.4415577)",,,,
186,"[314280708, 8475326]",True,,,Allée de la Closerie,unclassified,,44.371,,,"LINESTRING (4.8969648 50.4410126, 4.8966378 50.4409564, 4.896582 50.4409403, 4.8965477 50.4409094, 4.8965378 50.4408731, 4.8965646 50.4408056)",,,,
187,314280706,True,,,Allée de la Closerie,unclassified,,23.336,,,"LINESTRING (4.8969648 50.4410126, 4.8970354 50.4409859, 4.8971153 50.4409738, 4.8971972 50.4409776, 4.8972746 50.440997)",,,,
188,314280708,True,,,Allée de la Closerie,unclassified,,14.507,,,"LINESTRING (4.8966174 50.4406719, 4.8966675 50.4405454)",,,,
189,314280716,False,,,,service,,53.961,,,"LINESTRING (4.8966174 50.4406719, 4.8973563 50.4407904)",,parking_aisle,,
190,104905362,True,2,N90,Rue Jean-Baptiste Brabant,primary,30,59.283,,,"LINESTRING (4.8738904 50.4637618, 4.8737528 50.463831, 4.8734585 50.4641025, 4.8733424 50.4641567)",,,,
191,294576195,True,2,,Square Arthur Masson,primary,50,17.757,,roundabout,"LINESTRING (4.8738904 50.4637618, 4.8738284 50.4637556, 4.8737726 50.4637374, 4.8737285 50.463709, 4.8737005 50.4636733)",,,,
192,104905420,True,,N92,Boulevard Isabelle Brunell,primary,50,264.538,,,"LINESTRING (4.8736913 50.4636363, 4.8735729 50.4635322, 4.8732422 50.4633037, 4.8727536 50.4629766, 4.8720444 50.4625713, 4.8716689 50.4624558, 4.8713087 50.4624149, 4.8708698 50.4624238, 4.8707123 50.4624508)",,,,
193,479986853,True,2,,Square Arthur Masson,primary,50,15.016,,roundabout,"LINESTRING (4.8736913 50.4636363, 4.8737034 50.4635919, 4.873739 50.4635531, 4.8737938 50.4635246)",,,,
194,104905327,True,2,,Rue du Pont des Ardennes,primary,50,6.73,,,"LINESTRING (4.8739286 50.4635112, 4.8740036 50.463474)",,,,
195,479986851,True,2,,Square Arthur Masson,primary,50,12.137,,roundabout,"LINESTRING (4.8739286 50.4635112, 4.8740071 50.4635332, 4.8740638 50.4635741)",,,,
196,22702388,False,4,,Pont des Ardennes,primary,50,194.903,yes,,"LINESTRING (4.8741643 50.4633942, 4.8757076 50.4619426)",,,,
197,22702389,True,2,,Rue du Pont des Ardennes,primary,50,14.552,,,"LINESTRING (4.8741643 50.4633942, 4.8740954 50.4635175)",,,,
198,44105158,True,1,N4k,Rue des Quatre Fils Aymon,primary,50,40.02,,,"LINESTRING (4.8729831 50.4629068, 4.873239 50.4629925, 4.8734951 50.4630584)",,,,
199,184688345,False,,,,cycleway,,180.374,,,"LINESTRING (4.8729831 50.4629068, 4.8729467 50.4628664, 4.8723255 50.4625628, 4.8720789 50.4624473, 4.8719204 50.4623897, 4.8718133 50.462359, 4.8716956 50.4623285, 4.8715588 50.4622946, 4.8714693 50.4622784, 4.8709152 50.4622712, 4.8708477 50.4622603, 4.8707556 50.4622455)",,,,
200,184688345,False,,,,cycleway,,33.553,,,"LINESTRING (4.8729831 50.4629068, 4.8731631 50.4631045, 4.8732479 50.463154)",,,,
201,872253781,False,,,,cycleway,,43.89,,,"LINESTRING (4.8729831 50.4629068, 4.873028 50.4628772, 4.8732084 50.4629478, 4.8735237 50.4630348)",,,,
202,44105158,True,1,N4k,Rue des Quatre Fils Aymon,primary,50,155.586,,,"LINESTRING (4.8749548 50.4636889, 4.8753698 50.4640011, 4.8756431 50.4641815, 4.8760391 50.4643752, 4.8763936 50.4645075, 4.8765737 50.4646193)",,,,
203,424942972,False,,,Rue du Quai,service,,25.137,,,"LINESTRING (4.8749548 50.4636889, 4.8750501 50.4637206, 4.8752724 50.46379)",,,,
204,"[27189106, 908221043]",True,"['3', '2']",N4,Avenue Comte de Smet de Nayer,primary,50,173.938,,,"LINESTRING (4.8765737 50.4646193, 4.8770154 50.4647587, 4.8773846 50.4648838, 4.8776067 50.4649731, 4.8777485 50.4650728, 4.8778449 50.4651551, 4.8779391 50.4652676, 4.8779973 50.4653778, 4.8780258 50.4655089, 4.8780153 50.4656479, 4.8780104 50.4657124)",,,,
205,45059265,True,2,N80,Avenue Albert 1er,primary,50,7.707,,,"LINESTRING (4.8778454 50.466041, 4.8779523 50.4660542)",,,,
206,45059266,True,2,N4,Avenue Comte de Smet de Nayer,primary,50,8.26,,,"LINESTRING (4.8778454 50.466041, 4.8777892 50.4661061)",,,,
207,298271629,True,2,,Avenue Albert 1er,primary,70,41.626,,roundabout,"LINESTRING (4.8848271 50.4665451, 4.8848697 50.4665069, 4.8849254 50.4664764, 4.8849909 50.4664552, 4.8850626 50.4664447, 4.8851361 50.4664455, 4.8852072 50.4664574, 4.8852717 50.4664799, 4.8853258 50.4665115)",,,,
208,8475398,True,1,,,primary,,35.817,,,"LINESTRING (4.8872878 50.4639137, 4.8871182 50.4638521, 4.8870419 50.463835, 4.886957 50.4637843, 4.8869206 50.4637159)",,,,
209,625949846,True,2,N90,Avenue Prince de Liège,primary,70,61.03399999999999,,,"LINESTRING (4.8872878 50.4639137, 4.8871022 50.4639001, 4.8867576 50.463867, 4.8864366 50.4638275)",,,,
210,31288459,False,,,,primary_link,,14.207,,,"LINESTRING (4.8753176 50.4757946, 4.8751844 50.4758902)",,,,
211,161232847,True,,N91,Chaussée de Louvain,primary,50,10.218,,,"LINESTRING (4.8753176 50.4757946, 4.8753999 50.4758701)",,,,
212,28139927,False,,,Rue de Sardanson,residential,50,75.479,,,"LINESTRING (4.8753176 50.4757946, 4.8754603 50.475712, 4.8758859 50.4754656, 4.8761475 50.4753743)",,,,
213,42425901,False,,,,primary_link,,13.377,,,"LINESTRING (4.8745946 50.4752691, 4.8744198 50.4753149)",,,,
214,31288461,True,2,N91,Chaussée de Louvain,primary,50,67.52,,,"LINESTRING (4.8745946 50.4752691, 4.8751282 50.4756488, 4.8752331 50.4757203)",,,,
215,44636200,False,,N91,Chaussée de Louvain,primary,50,27.173,,,"LINESTRING (4.8703701 50.4721494, 4.8706152 50.4723375)",,,,
216,28416960,False,,,Rue de la Montagne,residential,50,118.988,,,"LINESTRING (4.8703701 50.4721494, 4.8705957 50.4720843, 4.8710742 50.4722296, 4.8714605 50.4723501, 4.8716104 50.4723957, 4.8717662 50.4724013, 4.8719164 50.4723911)",destination,,,
217,44636200,False,,N91,Chaussée de Louvain,primary,50,49.404,,,"LINESTRING (4.8703701 50.4721494, 4.87013 50.4719868, 4.8698427 50.4718624)",,,,
218,44636200,False,,N91,Chaussée de Louvain,primary,50,38.563,,,"LINESTRING (4.8698427 50.4718624, 4.8693562 50.4717062)",,,,
219,29106004,False,,,Avenue Arthur Procès,residential,,128.026,,,"LINESTRING (4.8698427 50.4718624, 4.869675 50.4720111, 4.869226 50.4723339, 4.8690838 50.4723738, 4.8684764 50.4724501, 4.8684118 50.4724665)",,,,
220,44636200,False,,N91,Chaussée de Louvain,primary,50,49.404,,,"LINESTRING (4.8698427 50.4718624, 4.87013 50.4719868, 4.8703701 50.4721494)",,,,
221,43122943,False,,N91,Chaussée de Louvain,primary,50,14.403,,,"LINESTRING (4.8691696 50.4716545, 4.8693562 50.4717062)",,,,
222,"[28134194, 29401394]",True,2,N91,Chaussée de Louvain,primary,50,101.131,,,"LINESTRING (4.8691696 50.4716545, 4.8689379 50.4715976, 4.8687627 50.4715375, 4.8685104 50.4714552, 4.8682712 50.4713701, 4.8680904 50.4712571, 4.8679721 50.4711788)",,,,
223,97207433,True,,,Chaussée de Louvain,primary_link,,88.90299999999999,,,"LINESTRING (4.8675623 50.4711616, 4.8668928 50.4709505, 4.8664362 50.4708073)",,,,
224,8485277,True,,,Chaussée de Marche,secondary,,15.321,,,"LINESTRING (4.8934485 50.4495132, 4.8936163 50.4494262)",,,,
225,872438968,False,,,Chaussée de Marche,secondary,50,106.332,,,"LINESTRING (4.8934485 50.4495132, 4.8924107 50.4502044)",,,,
226,148834045,True,2,N4,Chaussée de Marche,primary,70,18.095,,,"LINESTRING (4.8938481 50.4495456, 4.8939343 50.4493924)",,,,
227,8485276,True,,,Chaussée de Marche,secondary,,29.048,,,"LINESTRING (4.8938481 50.4495456, 4.893661 50.4495055, 4.8934485 50.4495132)",,,,
228,8485276,True,,,Chaussée de Marche,secondary,,20.455,,,"LINESTRING (4.8941269 50.4494974, 4.8938481 50.4495456)",,,,
229,148834041,True,2,N4,Avenue de Luxembourg,primary,90,738.582,,,"LINESTRING (4.8941269 50.4494974, 4.8940194 50.4496907, 4.8939198 50.4499232, 4.8938379 50.4502359, 4.8938356 50.450513, 4.8938385 50.4509649, 4.8938818 50.4520166, 4.8938961 50.452602, 4.8938877 50.4532126, 4.8938565 50.4535147, 4.8938185 50.4537935, 4.893751 50.4540759, 4.8936587 50.4543724, 4.8935683 50.4546323, 4.8934377 50.4549339, 4.8932782 50.4552363, 4.892999 50.4557178, 4.8928222 50.4560175)",,,,
230,8485277,True,,,Chaussée de Marche,secondary,,23.181,,,"LINESTRING (4.8936163 50.4494262, 4.8937447 50.4493944, 4.8939343 50.4493924)",,,,
231,872438968,False,,,Chaussée de Marche,secondary,50,106.332,,,"LINESTRING (4.8924107 50.4502044, 4.8934485 50.4495132)",,,,
232,102833893,False,,,Rue René Van Loo,residential,,161.802,,,"LINESTRING (4.8924107 50.4502044, 4.8928811 50.4504842, 4.8930081 50.4515263)",,,,
233,"[872438968, 8485295]",False,,,Chaussée de Marche,secondary,50,127.989,,,"LINESTRING (4.8924107 50.4502044, 4.8913327 50.4509019, 4.8911387 50.4510222)",,,,
234,27449574,False,,,Avenue du Bourgmestre Jean Materne,secondary,50,56.125,,,"LINESTRING (4.8786174 50.454648, 4.8784322 50.4546475, 4.8780768 50.4547068, 4.8778492 50.4547556)",,,,
235,27449575,False,,,Montagne Sainte Barbe,secondary,,123.646,,,"LINESTRING (4.8786174 50.454648, 4.8788108 50.4546881, 4.8790868 50.4547856, 4.8795469 50.4550068, 4.8800288 50.4552854)",,,,
236,8485301,True,,,Rue de la Gare Fleurie,residential,,78.159,,,"LINESTRING (4.8758259 50.4552015, 4.8753275 50.4545743)",,,,
237,318670349,False,,,Avenue du Bourgmestre Jean Materne,secondary,50,13.23,,,"LINESTRING (4.8758259 50.4552015, 4.8756499 50.4552415)",,,,
238,318670349,False,,,Avenue du Bourgmestre Jean Materne,secondary,50,11.581,,,"LINESTRING (4.8758259 50.4552015, 4.8759809 50.4551682)",,,,
239,8485301,True,,,Rue de la Gare Fleurie,residential,,11.017,,,"LINESTRING (4.8753275 50.4545743, 4.8754659 50.454529)",,,,
240,28129901,False,,,,service,,18.493,,,"LINESTRING (4.8753275 50.4545743, 4.875095 50.4544985)",,parking_aisle,,
241,"[358423347, 24660181]",True,1,N91,Chaussée de Louvain,primary,70,37.07,,,"LINESTRING (4.8948872 50.4950171, 4.894753 50.4948934, 4.8947098 50.4947124)",,,,
242,"[28388089, 358423354, 358423349]",False,3,N91,Chaussée de Louvain,primary,,182.669,,,"LINESTRING (4.8948872 50.4950171, 4.8949096 50.4951236, 4.8949461 50.4953389, 4.8949917 50.4956028, 4.8950675 50.4960418, 4.8951113 50.4962265, 4.8951683 50.4964669, 4.895211 50.4966466)",,,,
243,26920681,False,,,Rue Henri Burniaux,residential,,44.15,,,"LINESTRING (4.8756953 50.4598098, 4.8751927 50.4600449)",,,,
244,294576137,False,2,N947,Avenue Gouverneur Bovesse,secondary,50,17.609,,,"LINESTRING (4.8756953 50.4598098, 4.8755537 50.4596796)",,,,
245,294576137,False,2,N947,Avenue Gouverneur Bovesse,secondary,50,87.247,,,"LINESTRING (4.8756953 50.4598098, 4.8764369 50.4604365)",,,,
246,294576137,False,2,N947,Avenue Gouverneur Bovesse,secondary,50,25.79,,,"LINESTRING (4.8732412 50.4576441, 4.8730257 50.4574571)",,,,
247,294576137,False,2,N947,Avenue Gouverneur Bovesse,secondary,50,91.627,,,"LINESTRING (4.8732412 50.4576441, 4.8739905 50.458316)",,,,
248,27868740,True,,,Rue des Brigades d'Irlande,residential,30,86.641,,,"LINESTRING (4.8732412 50.4576441, 4.8725074 50.4579468, 4.8722847 50.4581183)",,,,
249,5369124,False,4,N917,Avenue du Bourgmestre Jean Materne,secondary,50,129.338,,,"LINESTRING (4.871812 50.4563464, 4.8705993 50.4570443, 4.8704567 50.4571264)",,,,
